Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,68.63999938964844,69.91000366210938,67.62000274658203,68.7699966430664,68.7699966430664,1804400
2020-11-03,69.66999816894531,71.30000305175781,69.23999786376953,70.75,70.75,1239600
2020-11-04,70.9800033569336,71.12000274658203,69.51000213623047,69.58000183105469,69.58000183105469,1817900
2020-11-05,70.23999786376953,71.69999694824219,70.23999786376953,71.44000244140625,71.44000244140625,1941000
2020-11-06,71.12000274658203,71.63999938964844,69.86000061035156,70.01000213623047,70.01000213623047,1597900
2020-11-09,78.22000122070312,83.4800033569336,77.52999877929688,77.80999755859375,77.80999755859375,4586300
2020-11-10,77.75,78.18000030517578,76.62999725341797,77.52999877929688,77.52999877929688,3051500
2020-11-11,77.98999786376953,78.04000091552734,76.12999725341797,76.98999786376953,76.98999786376953,3267900
2020-11-12,76.41999816894531,77.01000213623047,75.16000366210938,76.16000366210938,76.16000366210938,1618100
2020-11-13,76.88999938964844,79.56999969482422,76.88999938964844,79.51000213623047,79.51000213623047,2127900
2020-11-16,81.7300033569336,82.33000183105469,80.26000213623047,82.27999877929688,82.27999877929688,2457500
2020-11-17,81.91999816894531,85.83000183105469,81.19999694824219,85.11000061035156,85.11000061035156,2525000
2020-11-18,85.26000213623047,86.91000366210938,84.81999969482422,85.55999755859375,85.55999755859375,3996700
2020-11-19,84.25,85.54000091552734,82.66999816894531,84.95999908447266,84.95999908447266,2185100
2020-11-20,85.0,85.58999633789062,84.27999877929688,84.87000274658203,84.87000274658203,2173200
2020-11-23,85.68000030517578,86.9000015258789,84.94000244140625,86.55000305175781,86.55000305175781,1546800
2020-11-24,87.94999694824219,89.26000213623047,87.13999938964844,88.75,88.75,2913500
2020-11-25,87.5,87.87999725341797,86.38999938964844,87.56999969482422,87.56999969482422,1330600
2020-11-27,88.06999969482422,88.06999969482422,85.18000030517578,85.72000122070312,85.72000122070312,1041100
2020-11-30,85.0,85.16000366210938,82.88999938964844,83.4000015258789,83.4000015258789,5198800
2020-12-01,84.9800033569336,85.44999694824219,83.91000366210938,84.80999755859375,84.80999755859375,1615700
2020-12-02,84.43000030517578,85.97000122070312,83.7300033569336,85.4800033569336,85.4800033569336,1243900
2020-12-03,85.27999877929688,87.52999877929688,85.0,86.22000122070312,86.22000122070312,1632200
2020-12-04,86.94000244140625,89.19000244140625,86.41999816894531,89.1500015258789,89.1500015258789,1702500
2020-12-07,88.23999786376953,88.86000061035156,87.13999938964844,88.30000305175781,88.30000305175781,1348100
2020-12-08,87.8499984741211,89.63999938964844,87.41000366210938,89.26000213623047,89.26000213623047,2164100
