Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,99.38999938964844,100.87999725341797,97.86000061035156,100.25,100.25,15011600
2020-11-03,103.0199966430664,104.73999786376953,102.69000244140625,103.41000366210938,103.41000366210938,17482600
2020-11-04,101.0,102.06999969482422,98.93000030517578,100.25,100.25,18886500
2020-11-05,101.05999755859375,105.0999984741211,101.0,104.3499984741211,104.3499984741211,17837400
2020-11-06,105.02999877929688,105.0999984741211,102.38999938964844,102.95999908447266,102.95999908447266,12552800
2020-11-09,113.16000366210938,118.9000015258789,110.3499984741211,116.9000015258789,116.9000015258789,47792400
2020-11-10,117.3499984741211,117.44999694824219,114.69000244140625,116.5199966430664,116.5199966430664,20539300
2020-11-11,116.88999938964844,116.95999908447266,113.95999908447266,114.77999877929688,114.77999877929688,14443400
2020-11-12,112.52999877929688,113.95999908447266,112.05999755859375,113.37000274658203,113.37000274658203,22063000
2020-11-13,114.69999694824219,114.86000061035156,113.56999969482422,114.08000183105469,114.08000183105469,11847900
2020-11-16,117.79000091552734,118.61000061035156,115.7300033569336,117.30000305175781,117.30000305175781,19858600
2020-11-17,115.38999938964844,116.44000244140625,114.58000183105469,116.11000061035156,116.11000061035156,14553200
2020-11-18,117.33999633789062,118.61000061035156,115.19999694824219,115.25,115.25,12571200
2020-11-19,114.18000030517578,115.81999969482422,113.55999755859375,115.55999755859375,115.55999755859375,10202500
2020-11-20,114.43000030517578,115.6500015258789,114.08999633789062,114.56999969482422,114.56999969482422,12718900
2020-11-23,116.05000305175781,118.16999816894531,115.56999969482422,117.87000274658203,117.87000274658203,13209200
2020-11-24,120.06999969482422,123.5,119.70999908447266,123.31999969482422,123.31999969482422,20121600
2020-11-25,121.37000274658203,122.37999725341797,120.47000122070312,122.02999877929688,122.02999877929688,11715600
2020-11-27,122.0,122.3499984741211,121.08000183105469,121.22000122070312,121.22000122070312,5983600
2020-11-30,120.0,120.72000122070312,117.7699966430664,117.87999725341797,117.87999725341797,14411800
2020-12-01,120.33999633789062,121.58000183105469,119.62999725341797,119.73999786376953,119.73999786376953,12678200
2020-12-02,119.69999694824219,122.30999755859375,119.2699966430664,122.04000091552734,122.04000091552734,10811300
2020-12-03,121.8499984741211,121.88999938964844,120.36000061035156,121.23999786376953,121.23999786376953,12904400
2020-12-04,122.4800033569336,123.29000091552734,121.69000244140625,122.33999633789062,122.33999633789062,13583700
2020-12-07,121.1500015258789,122.16999816894531,120.20999908447266,121.87999725341797,121.87999725341797,9506900
2020-12-08,121.04000091552734,122.33000183105469,120.76000213623047,122.0,122.0,8363484
