Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,23.549999237060547,24.229999542236328,23.219999313354492,24.110000610351562,24.110000610351562,4727500
2020-11-03,24.600000381469727,24.899999618530273,24.43000030517578,24.510000228881836,24.510000228881836,5485700
2020-11-04,23.920000076293945,23.950000762939453,22.670000076293945,23.100000381469727,23.100000381469727,6776500
2020-11-05,23.15999984741211,24.309999465942383,23.15999984741211,24.0,24.0,6100900
2020-11-06,24.290000915527344,24.309999465942383,22.940000534057617,23.209999084472656,23.209999084472656,4930500
2020-11-09,25.200000762939453,27.079999923706055,25.030000686645508,26.559999465942383,26.559999465942383,13913600
2020-11-10,26.40999984741211,26.579999923706055,26.06999969482422,26.34000015258789,26.34000015258789,9815600
2020-11-11,26.5,26.5,25.479999542236328,25.719999313354492,25.719999313354492,5980800
2020-11-12,25.270000457763672,25.270000457763672,24.459999084472656,24.860000610351562,24.860000610351562,6966300
2020-11-13,25.18000030517578,25.59000015258789,25.049999237060547,25.389999389648438,25.389999389648438,6518500
2020-11-16,26.690000534057617,26.690000534057617,25.90999984741211,26.25,26.25,7144400
2020-11-17,25.75,26.06999969482422,25.219999313354492,26.049999237060547,26.049999237060547,4995000
2020-11-18,26.100000381469727,26.610000610351562,25.690000534057617,25.700000762939453,25.700000762939453,5603800
2020-11-19,25.530000686645508,25.969999313354492,25.0,25.8799991607666,25.8799991607666,4843900
2020-11-20,25.440000534057617,25.709999084472656,25.110000610351562,25.290000915527344,25.290000915527344,5828600
2020-11-23,25.729999542236328,26.1200008392334,25.5,26.010000228881836,26.010000228881836,6031300
2020-11-24,26.600000381469727,27.469999313354492,26.510000228881836,27.260000228881836,27.260000228881836,6061300
2020-11-25,26.770000457763672,26.950000762939453,26.440000534057617,26.68000030517578,26.68000030517578,4899100
2020-11-27,26.600000381469727,26.709999084472656,26.030000686645508,26.280000686645508,26.280000686645508,2970700
2020-11-30,26.06999969482422,26.3799991607666,25.270000457763672,25.34000015258789,25.34000015258789,8550600
2020-12-01,25.899999618530273,26.459999084472656,25.790000915527344,26.200000762939453,26.200000762939453,5687400
2020-12-02,26.110000610351562,26.700000762939453,25.829999923706055,26.59000015258789,26.59000015258789,5976900
2020-12-03,26.6200008392334,27.0,26.34000015258789,26.829999923706055,26.829999923706055,5348400
2020-12-04,27.059999465942383,27.459999084472656,26.93000030517578,27.399999618530273,27.399999618530273,6907600
2020-12-07,27.420000076293945,27.469999313354492,26.84000015258789,27.3799991607666,27.3799991607666,4497700
2020-12-08,26.979999542236328,27.46500015258789,26.979999542236328,27.260000228881836,27.260000228881836,7063688
