Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,82.0,84.87999725341797,82.0,83.37000274658203,82.98861694335938,827900
2020-11-03,85.0,86.80999755859375,84.5999984741211,86.73999786376953,86.34319305419922,1033500
2020-11-04,85.94000244140625,88.44000244140625,85.94000244140625,87.0,86.60200500488281,1048900
2020-11-05,87.4800033569336,88.16000366210938,82.5,83.05000305175781,82.67007446289062,1064700
2020-11-06,83.30000305175781,85.04000091552734,82.55000305175781,84.6500015258789,84.26275634765625,638500
2020-11-09,87.69999694824219,89.66000366210938,86.76000213623047,87.19999694824219,86.80108642578125,1024000
2020-11-10,87.0999984741211,87.9800033569336,85.4000015258789,86.04000091552734,85.64640045166016,891500
2020-11-11,86.5199966430664,88.25,85.2699966430664,88.06999969482422,87.66710662841797,770700
2020-11-12,87.6500015258789,87.95999908447266,85.16000366210938,86.18000030517578,85.78575897216797,454800
2020-11-13,87.12999725341797,87.97000122070312,86.69999694824219,87.6500015258789,87.24903106689453,459900
2020-11-16,88.33000183105469,89.54000091552734,87.25,88.2300033569336,87.82637786865234,632500
2020-11-17,87.91999816894531,87.91999816894531,86.47000122070312,86.80000305175781,86.40292358398438,536200
2020-11-18,87.19999694824219,88.79000091552734,86.52999877929688,88.66000366210938,88.2544174194336,696900
2020-11-19,88.9000015258789,90.8499984741211,87.45999908447266,89.91000366210938,89.49869537353516,729900
2020-11-20,89.62000274658203,90.7300033569336,88.69999694824219,89.94000244140625,89.52855682373047,892000
2020-11-23,90.08999633789062,92.58999633789062,89.54000091552734,92.58999633789062,92.16642761230469,768200
2020-11-24,92.73999786376953,94.5199966430664,91.13999938964844,92.0199966430664,91.59903717041016,1452900
2020-11-25,91.54000091552734,91.94000244140625,89.47000122070312,91.80999755859375,91.38999938964844,918500
2020-11-27,91.80000305175781,92.68000030517578,91.16999816894531,91.70999908447266,91.70999908447266,453800
2020-11-30,91.62000274658203,91.73999786376953,88.91000366210938,91.31999969482422,91.31999969482422,992900
2020-12-01,91.70999908447266,93.44999694824219,91.37000274658203,93.44999694824219,93.44999694824219,847700
2020-12-02,92.79000091552734,93.76000213623047,92.20999908447266,93.7300033569336,93.7300033569336,860200
2020-12-03,93.43000030517578,93.55999755859375,91.0999984741211,93.19000244140625,93.19000244140625,866200
2020-12-04,93.20999908447266,94.0,91.7699966430664,93.16000366210938,93.16000366210938,1035300
2020-12-07,92.30000305175781,93.7699966430664,92.08999633789062,93.5199966430664,93.5199966430664,535300
2020-12-08,92.91000366210938,93.31999969482422,91.48999786376953,91.66000366210938,91.66000366210938,646104
