Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,195.16000366210938,197.39999389648438,193.19000244140625,196.8000030517578,196.45205688476562,870200
2020-11-03,197.1999969482422,203.5500030517578,196.6699981689453,202.4600067138672,202.10206604003906,707000
2020-11-04,203.58999633789062,212.27999877929688,203.25,209.4199981689453,209.04974365234375,675200
2020-11-05,212.0,215.63999938964844,210.4499969482422,212.80999755859375,212.43374633789062,562000
2020-11-06,212.02999877929688,216.05999755859375,211.08999633789062,214.19000244140625,213.81130981445312,549600
2020-11-09,219.5399932861328,224.24000549316406,218.0,220.58999633789062,220.1999969482422,1145500
2020-11-10,219.14999389648438,219.14999389648438,210.9499969482422,212.11000061035156,212.11000061035156,784000
2020-11-11,214.55999755859375,218.25,214.13999938964844,215.8300018310547,215.8300018310547,562700
2020-11-12,215.02000427246094,215.7899932861328,210.57000732421875,212.7899932861328,212.7899932861328,396800
2020-11-13,213.42999267578125,214.94000244140625,212.0800018310547,214.74000549316406,214.74000549316406,265700
2020-11-16,215.58999633789062,216.6199951171875,213.58999633789062,215.5399932861328,215.5399932861328,307100
2020-11-17,213.50999450683594,215.1699981689453,211.50999450683594,214.14999389648438,214.14999389648438,332900
2020-11-18,214.6999969482422,214.85000610351562,210.94000244140625,211.07000732421875,211.07000732421875,388900
2020-11-19,211.75999450683594,213.1699981689453,210.32000732421875,211.75999450683594,211.75999450683594,319000
2020-11-20,211.6300048828125,212.10000610351562,210.25,211.02000427246094,211.02000427246094,384200
2020-11-23,211.52000427246094,213.60000610351562,207.89999389648438,209.57000732421875,209.57000732421875,391400
2020-11-24,210.60000610351562,211.0,204.7899932861328,206.52999877929688,206.52999877929688,580700
2020-11-25,206.2100067138672,206.9499969482422,204.5800018310547,206.02999877929688,206.02999877929688,306900
2020-11-27,207.24000549316406,210.25,205.67999267578125,209.63999938964844,209.63999938964844,261000
2020-11-30,208.94000244140625,211.02000427246094,207.8699951171875,209.60000610351562,209.60000610351562,828200
2020-12-01,210.4600067138672,212.36000061035156,209.74000549316406,211.61000061035156,211.61000061035156,559500
2020-12-02,209.57000732421875,210.5800018310547,208.3000030517578,209.25999450683594,209.25999450683594,378800
2020-12-03,208.36000061035156,209.25,206.75,207.39999389648438,207.39999389648438,376300
2020-12-04,207.4199981689453,209.9199981689453,206.8800048828125,209.69000244140625,209.69000244140625,305800
2020-12-07,209.52000427246094,211.47000122070312,208.5800018310547,209.2100067138672,209.2100067138672,290200
2020-12-08,208.25999450683594,212.38999938964844,207.47999572753906,212.11000061035156,212.11000061035156,429800
